,label,text
4358,2,"Two men kickboxing, the man in the red shorts is kicking while the man in the black is blocking. Two men in a cage are boxing with each other in front of tons of people. Two men fight in a ring while spectators look on. Two men fighting in front of an audience. ||| Two dogs fight over a stick."
4359,1,People running a foot race make a right turn around the corner while onlookers line the sides of the street. Participants in a running marathon are running down a street lined with bystanders. People running in a race on a street. People running on a street. ||| A group of people gathers.
4360,2,Three gentlemen using a hose to pipe something out of an oil drum. What appears to be a group of men removing ice from a barrel. Three men are working together to pump gas from a barrel. An aerial view of three men attaching a hose to a barrel. ||| A man stands in water.
4361,2,"Multiple people running a marathon, runner 721 and 5132 are the leaders. Large group of people running in a race sponsored by Adidas. A group of people are running along the street. A group of runners competing in a summer event. ||| A man standing bent over."
4362,2,A group of friends are sitting at a table while drinking alcohol at their local pub. Three men at a table while one looks on holding his martini. A group of men are sitting around having drinks. People drinking martinis at an outdoor event. ||| Men playing soccer.
4363,1,A well-seasoned jazz musician playing his saxophone performing at a local concert. A man in a blue shirt with white flowers is playing a saxophone. An older man in a blue and white shirt plays a saxophone. A man with silver hair and a beard plays the saxophone. ||| A man plays an instrument in a public area.
4364,0,A woman with long hair and a white shirt is standing in the road. A girl stands on a tree lined road during sunset. A girl stands on a gravel road as the sun sets. A woman is standing on a road. ||| A woman is heading somewhere.
4365,1,A dog is almost all the way in the water and takes a drink. The brown dog is taking a drink while wading in the water. A large dog wades through shallow water. A brown dog up to its neck in water ||| A dog stands.
4366,1,A man in a white sleeveless shirt is operating a looming machine. Man in a tank-top working on textiles. A man is knitting own some machinery. A young man is working on a weaver. ||| Man makes something.
4367,2,"A group of people, some with laptops, sit at several small tables with coffee mugs on them. A large group of people are enjoying one another's company over coffee at Dunkin' Donuts. A group of people is having coffee and getting some work done. A group of people are meeting at a Dunkin' Donuts. ||| A man is walking."
4368,1,People seated around a long table are toasting something with wineglasses. People sitting at a dining table raise their glasses in a toast. Seven people smile and toast after a grand meal. Seven people drink wine around the table. ||| A group sits.
4369,1,Two boys are doing tricks on their skateboards at a skateboard park. Two males skateboarding at a park and performing tricks. Some very talented skateboarders having a great ride. Two boys skateboarding at a park. ||| Skater flying.
4370,2,"A group of people walking down a busy street, one carrying blue containers on a bike, and you can see the very tall buildings. A man walking through a busy city where another man on a bicycle is transporting goods. People walk in the street between two large office buildings as the sun sets. People are crossing a city street. ||| Guys eating."
4371,1,A sports team made up of 14 Women waring white t-shirt and pink tags. A group of runners and walkers posing together for a picture. A group of women posing for a picture. A group of runners poses for the camera and some of them have signs on their shirts. ||| A group smiling.
4372,2,A man in a hat operates machinery on smooth ice in the winter. A man in a gray hat pushes some type of equipment over ice. A man in blue is working outside on a patch of ice. One man cutting through ice on a cold day. ||| A man watches a man in the foreground.
4373,1,A bearded man in a black coat and black cap stands near a young girl who is inside a large brown open container. A man carting a little girl around in a trash barrel. A little girl is riding in a garbage container. A man watches a girl in a garbage can. ||| A man standing next to a child.
4374,2,"Two Asian or Spanish people, a woman and a man, sitting together in front of a glass window as cars pass. A man in sunglasses puts his arm around a woman in a black and white blouse. A man in sunglasses puts his arm around a woman. A man and woman pose in front of some traffic. ||| A few couples sitting."
